Region,Date,Title,Summary
Africa,23 November 2023,The Gambia launches national plan to tackle antimicrobial resistance,"Banjul – Two years ago The Gambia carried out an analysis to better tackle the threat of antimicrobial resistance. The analysis, the country’s first of its kind, revealed a rising trend in multi-drug resistant tuberculosis as well as growing pathogen resistance to commonly prescribed antibiotics. Babanding Sabally, Director of National Pharmaceutical Services in the Ministry of Health, explains the measures being undertaken to address this public health problem."
Africa,21 November 2023,Emergency health services offer relief to South Sudanese returnees,Juba ‒ Aboja Malual Chol lives in a transit centre for South Sudanese returnees who have fled the conflict in neighbouring Sudan. Living conditions in the centre near Palouch airport in Melut County in northern South Sudan are tough for its 6000 residents who are awaiting to travel to other parts of the country.
Africa,21 November 2023,Emergency health services offer relief to South Sudanese returnees,Juba ‒ Aboja Malual Chol lives in a transit centre for South Sudanese returnees who have fled the conflict in neighbouring Sudan. Living conditions in the centre near Palouch airport in Melut County in northern South Sudan are tough for its 6000 residents who are awaiting to travel to other parts of the country.
Africa,15 November 2023,Experts step up efforts to tackle diabetes trends in the African region,"Brazzaville – In June 2021, at the height of the COVID-19 pandemic, Emmanuella Selasi Hormenoo, an 18-year-old Ghanian university student, was teetering on the brink of death. “The doctors initially thought that I might have COVID-19, but when they did the tests, they were always negative. During one of the blood transfusions I had to have, I went into cardiac arrest, and slipped into yet another coma.”"
Africa,31 October 2023,Building momentum against diphtheria outbreak in Nigeria,"Abuja ‒ When his seven-year-old brother Jubrin was diagnosed with diphtheria in July 2023, Aminu Dayyabu Alharini had never heard of the disease, the latest outbreak of which has claimed more than 500 lives in Nigeria."
Africa,27 October 2023,"Preserving biodiversity, health and environment",Brazzaville – The emergence and spread of zoonotic diseases is a pressing concern for public health and environmental conservation in an increasingly interconnected world.
Africa,12 October 2023,AVoHC SURGE training for emergency responders underway in Malawi,"Lilongwe ‒The Ministry of Health in Malawi with support from World Health Organization and Africa CDC, is currently training the first cohort of 63 emergency responders out of the country’s target of 200 to handle public health emergencies in Malawi and beyond."
Africa,10 October 2023,Expanding and improving mental health care services in Ghana,
Africa,10 October 2023,Côte d'Ivoire religious groups get support to enhance mental health care,"Bouake – In Côte d’Ivoire, popular beliefs often associate mental illness with paranormal events or spiritual manifestations. Most people seek care for mental health conditions in prayer camps set up by pastors. However, the “care” provided does not conform to standards and protocols for appropriate mental health services."
Africa,04 October 2023,Broadening access to hypertension care in Burkina Faso,"Ouagadougou – Domdasse Adama could barely walk, with his left side paralysed and reliant on a cane. “But thanks to the support and treatment I received for hypertension, I can now walk on my own, and even ride a bicycle for several kilometres,"" he says."
Africa,08 September 2023,Treating the war-wounded in eastern Chad,
Africa,29 August 2023,Addressing noncommunicable diseases,
Africa,29 August 2023,Eliminating hepatitis,
Africa,26 August 2023,Comoros on the path to ending mother-to-child HIV transmission,
Africa,26 August 2023,Anti-tobacco initiative yields results,
Africa,26 August 2023,Mobile clinics fill health care gap,
Africa,26 August 2023,Transforming chronic disease care,
Africa,26 August 2023,Progress towards cervical cancer elimination,
Africa,26 August 2023,Rapid response ends cholera outbreak,
Africa,26 August 2023,Self-injectable contraception successes,
Africa,26 August 2023,Strengthening ICU bed capacity,
Africa,23 August 2023,Halting the spread of Ebola through sexual transmission,
Africa,23 August 2023,Protecting every child from poliovirus,
Africa,23 August 2023,Inching closer to malaria elimination,
Africa,23 August 2023,Halting the spread of Ebola through sexual transmission,
Africa,16 August 2023,Liberia takes bold step to integrate COVID-19 vaccines into routine immunization,
Africa,16 August 2023,Leveraging Ebola lessons to mitigate COVID-19 impact,
Africa,16 August 2023,Mental health support for Marburg survivors,
Africa,16 August 2023,Launching HPV vaccination,
Africa,16 August 2023,Integrating COVID-19 vaccines into routine immunization,
Africa,16 August 2023,Catching up on missed childhood vaccinations,
Africa,28 July 2023,"Uganda elevates health for all with free hepatitis testing, treatment and vaccines",
Africa,21 July 2023,Stepping up emergency health assistance in Chad as conflict in Sudan rages,
Africa,21 June 2023,"In Madagascar, mobile clinics bolster health surveillance during cyclones",
Africa,20 June 2023,Combatting disease threats among people fleeing the Sudan conflict,
Africa,14 June 2023,Low donor numbers hamper Africa’s national blood services,
Africa,09 June 2023,Smoking ban delivers fresh air to Burkina Faso cinemas,"Ouagadougou – Pierre Ouedraogo, who has worked at the Neerwaya cinema in the capital Ouagadougou for some 30 years, never tires of extolling the benefits of the ban on smoking in public places. Now his establishment offers a healthier environment for everyone, especially those with respiratory conditions, allergies or smoke sensitivity."
Africa,05 June 2023,Tackling health impacts of plastic pollution in Africa,
Africa,02 June 2023,How preparedness boosted Tanzania’s Marburg outbreak response,
Africa,31 May 2023,"Switch away from tobacco an economic, health boon for Kenyan farmers",
